AAA45986-C145-4F71-8832-0AABBBD36901;001;Salário Base 13 dias;2654328.70;1;0;1;3786237.87
DC38AF8B-C90B-4996-84DC-444C8E7F97DD;007;Saldo de Salário;18337.94;1;0;1;3786237.87
22F2F2A3-0A6C-41F5-B6A5-8E1641B4354A;009;Férias;218703.75;0;0;1;3786237.87
E9E48E59-9F82-4A80-8706-22A0475694E1;024;Adicional Noturno jun;7193.17;1;0;1;3786237.87
43DF557A-1BCF-4E19-B601-285153E58198;028;Insalubridade 20% Sal. Min.;143667.10;1;0;1;3786237.87
CB6B33DD-CC58-4E8A-AC74-2E7C60A33C2E;035;INSALUBRIDADE 40% S/ SAL. BA;7496.00;1;0;1;3786237.87
66C519EA-B98A-4BFB-B22F-5017177C1517;044;Gratificação de Função 16 dias;77836.05;1;0;1;3786237.87
42B7479F-2B19-4BD6-961F-0C59138965ED;064;Diferença de salário mar;216.60;1;0;1;3786237.87
63AC4D96-8D24-4A9E-94D5-07A9F6128167;072;Dif. de Ferias set;134.86;1;0;1;3786237.87
3AF8F80C-2BE3-4CA5-A156-0864846D4F1B;079;Hora extra 50% - Férias;3334.75;1;0;1;3786237.87
95F0EE20-AC9A-427B-8E9C-0CB129FB17A2;083;Remb. Atrasos set/out;73.45;1;0;1;3786237.87
95F0EE20-AC9A-427B-8E9C-0CB129FB17A2;083;Remb. Atrasos set/out;13.73;1;0;1;3786237.87
A4B4B6A3-415D-4D04-B2BF-FFBE798F8321;084;Reembolso Tarifa bancaria;2670.45;0;0;1;3786237.87
7013E669-F737-4B80-8D91-00537FB80B5C;102;Reembolso de Faltas 16/08;343.34;1;0;1;3786237.87
7013E669-F737-4B80-8D91-00537FB80B5C;102;Reembolso de Faltas 16/08;1921.56;1;0;1;3786237.87
7013E669-F737-4B80-8D91-00537FB80B5C;102;Reembolso de Faltas 16/08;686.68;1;0;1;3786237.87
7013E669-F737-4B80-8D91-00537FB80B5C;102;Reembolso de Faltas 16/08;686.68;1;0;1;3786237.87
A2F4A2A3-5E24-4CAA-A3C9-176E8D6EF0FA;108;Gratificação Fim de Semana;31485.30;1;0;1;3786237.87
ED4C024C-B8A6-4F7F-85C8-88A7D5D04591;110;Dev Desconto Indev;260.67;0;1;1;3786237.87
DCE563CC-6DEF-44CD-9F80-02B3A058BE6B;112;Hora Extra Not.50% jan14;9502.50;1;0;1;3786237.87
C7F6637F-601D-40C1-9D01-33FD23418F84;113;Hora Extra Not.100% jan14;0.48;1;0;1;3786237.87
F9114B9F-DAFC-41F8-850C-5D90C067725E;120;Médias Sal. Maternidade;512.66;0;0;1;3786237.87
